id,5662,   usa, f, , 19520101, mr, ethan, fry, sa, evandale, 3551, 88, grove place, bobblegigbie, 07 20984124, 1295928, 4, norole
9790,6001,   usa, , 27, 19890512, mr, isaiah, carver, nt, berry springs, 3070, 15, cassinia street, , 613 86055412, 8463225, 7, norole
9791,2560,   , f, , 19811127, ms, cooper, webb, sa, mambray creek, 5000, 81, kingsford smith drive, newman medical centre, , 5913707, 6, norole
9792,9502,   jap, f, 30, , , indiana, nakano, vic, maude, 3192, 11, kauper street, sect 1488, , 1026651, 2, norole
9793,4084,   usa, f, 24, 19920205, , elly, noel, sa, wasleys, 2430, 19, gurr street, , 07 76714863, 3420596, 7, norole
9794,7435,   usa, f, 31, 19850305, , joshua, gaines, vic, keilor park, 4066, 87, ammon place, brentwood vlge, 8 53684239, 7623245, 6, norole
9795,3635,   nor, f, 37, 19791105, dr, ethan, antonisen, vic, murmungee, 3124, 2, maclaurin crescent, strathlea, 618 29658135, 5518982, 1, norole
9796,7796,   eng, f, 23, 19930126, ms, lachlan, timberlake, , glenwood, 3089, 8, perry drive, , 03 46913321, 6713231, 4, norole
9797,4501,   usa, f, 9, , , , collier, nsw, broadbeach waters, 2259, 9, discovery street, , 02 17543532, 8181176, 7, norole
9798,3806,   ind, f, , 19600511, , lucy, talip, vic, macarthur, 2871, 8, belah street, , 618 22621104, 7856776, 9, norole
9799,6772,   unk, , 32, 19840316, , charlie, scorsone, nsw, tooleybuc, 2617, 32, froggatt street, , 04 97952877, 7542807, 4, norole
9800,3445,   eng, f, , 19580714, , zoe, huddleson, nsw, north manly, 4118, 3, tennant street, , 04 67381705, 9388031, 8, norole
9801,2807,   ser, m, 11, 20050405, ms, joel, trivic, nsw, charbon, 5412, 66, ryder place, , 612 73214316, 6497833, 0, norole
9802,2803,   eng, f, 26, 19900414, , jake, scrivenor, vic, dallas, 3132, 130, owen dixon drive, yarrowonga estate, 8 03066588, 7406887, 5, norole
9803,462,   unk, m, 33, 19830108, ms, kimberley, scjum, qld, mica creek, 2770, 28, arabana street, marlin cove, 04 10413695, 4134455, 2, norole
9804,6863,   chi, f, 11, 20050419, ms, oliver, chuker, vic, knoxfield, 2140, 33, tarrant crescent, , 8 17496490, 8626283, 8, norole
9805,3929,   usa, f, 24, 19921126, , isabella, drake, , vaucluse, 5011, 28, hope street, noss, 04 88127692, 3992577, 6, norole
9806,9570,   usa, f, , 19901011, , toby, curry, qld, balcomba, 2705, 2, calvert street, , 613 98769209, 5048408, 1, norole
9807,178,   usa, f, 31, , , lucy, bowers, vic, rowville, 3305, 3, currong street, , 8 14842659, 6394249, 5, norole
9808,8176,   tha, f, 42, 19740823, , talia, preecha, sa, ardeer, 3175, 7, cleland street, minoru, 617 45145035, 4838177, 4, norole
9809,195,   chi, f, 34, , mr, caitlin, szma, , coodanup, 2440, 20, bramston street, , 02 90141652, 6073750, 7, norole
9810,7179,   chi, f, , 19080707, , james, kuo, , woodbine, 4872, 14, london circuit, , 07 19318661, 1091723, 3, norole
9811,4352-dup-1, usa, f, 30, , ms, alexander, hovvman, vic, tartmout, 2602, 21, koble zdrit, , 07 19059706, 9282500, 9, norole
9812,9614,   ind, f, 37, 19790924, pfc, nicholas, rajan, nsw, culburra beach, 5038, 79, kilby crescent, , 2 50431981, 9135608, 6, norole
9813,3511,   ind, f, 30, 19860715, mr, aloysius, varandani, nsw, binnaway, , 5, canopus crescent, , 2 14762342, 3630216, 6, norole
9814,4044,   ina, , 29, 19871214, pfc, elly, susanto, nsw, mirannie, 3046, 2236, gaby place, glendower, 2 31332374, 7884861, 9, norole
9815,4270,   , m, , 19590102, , john-paul, gao, qld, thorneside, 6112, 416, adamson crescent, bandicoot ridge, , 2178683, 2, norole
9816,879,   unk, , 32, 19840726, ms, casey, stranger, qld, no 5 branch, 4022, 121, nott street, kiloran, 613 67358885, 1478316, 2, norole
9817,5612,   unk, f, 26, 19900810, , blaize, scime, vic, blind bight, 3943, 44, mckillop circuit, , 8 43264898, 4805545, 9, norole
9818,6755,   unk, f, , 19260408, mr, samuel, , qld, auchenflower, 3018, 4, percy crescent, , 3 18078644, 4177066, 8, norole
9819,677,   unk, f, 28, 19880621, , mya, scime, nsw, lalor park, 2150, 62, brassey street, , 02 96823706, 4909334, 5, norole
9820,5145,   vie, f, 40, 19760509, , hugh, trieu, nsw, constitution hill, 5501, 20, jerome place, , 2 24737561, 9681676, 9, norole
9821,2398,   unk, m, 39, 19770401, , kelsye, aaberg, nsw, shannon brook, 4169, 23, spica street, , 612 71239512, 7967140, 6, norole
9822,1918,   pol, f, 21, 19950810, , emma, balzac, vic, berrys creek, 3400, 26, la perouse street, , 8 09391641, 3437363, 6, norole
9823,1854, chi, f, 2 , 19871028, , jasmyn, nyo, vic, childers, 4817, z, winser  rescent, , 618 82514517, 746 002, 7, norole
9824,2085,   unk, , , 19940123, , owen, stranger, vic, woodfield, 6210, 2049, mahony court, , , 7315249, 7, norole
9825,2178,   ger, , 9, 20070402, hon, lachlan, larenz, nsw, awaba, 2650, 2, morrell place, moorabee, 612 99786725, 6195851, 5, norole
9826,9902,   eng, , 32, 19840225, mr, emiily, danell, vic, cowangie, 3095, 10, adamson crescent, , 618 11441689, 1654133, 5, norole
9827,4735,   ara, f, 28, 19880408, ms, ebony, unaysah, nsw, riverview, 2190, 6, morrison street, , 612 12591160, 8621268, 8, norole
9828,2520-dup-1, eng, , 24, 19920304, pfc, poep, abramz, njw, turrella, 5320, 52, kabena couaht, , 612 77751203, 8385707, 9, norole
9829,7363,   usa, f, 21, , ms, tanar, hogan, vic, callignee, 3095, 18, springvale drive, dale view, 8 61358582, 2995746, 2, norole
9830,7474-dup-2, usa, f, 33, 19830514, , dakna, cobb, nsw, leadvilole, 4870, 53, spigl otreet, , 03 07170263, 3712311, 5, norole
9831,6646,   eng, , , 19070224, ms, tegan, derricks, nsw, tooraweenah, 3076, 31, badenoch crescent, , 02 84812290, 2897662, 1, norole
9832,202,   ger, , 22, 19940517, pfc, michael, helfkin, qld, godwin beach, 4566, 335, biffin street, , 613 39117471, 2406864, 6, norole
9833,2180,   eng, f, 29, 19870617, , joshua, elliston, nsw, windeyer, 2614, 324, alexander mackie circuit, , 2 04816543, 4456292, 9, norole
9834,9477,   ser, f, 35, 19810123, ms, jessica, ogrisovic, nsw, bowral, 6232, , archibald street, boundary farm, 02 75321189, 1212530, 4, norole
9835,2755,   chi, f, 35, 19810529, , arren, muo, nsw, cawongla, 2322, 3, copland drive, , 612 53545192, 8489003, 6, norole
9836,2328,   fin, m, 30, 19860910, , charlotte, salmi, vic, warranwood, 2170, 11, carruthers street, , 8 50988590, 4164999, 8, norole
9837,3165,   eng, f, 31, 19850908, hon, shannon, hawking, vic, miram, 2159, 150, temperley street, , 08 15218691, 8994095, 6, norole
9838,6969,   usa, f, , 19870129, mr, , wiley, qld, roadvale, 2171, 49, , , 613 50940113, 9557292, 0, norole
9839,5809,   ind, f, , , , jack, ruma, qld, dianella, 3825, 6, kelleway avenue, , 613 78284241, 7308503, 5, norole
9840,5478, usa, , 40, 19760507, ms, harr iet, cummings, nsw, tullamo e, 2147, 2 &, tinderr yc rcuit, , 612 09897109, 4529816, 7, norole
9841,9692-dup-1, usa, v, , 19350501, ms, jo, enklish, a, nanson, 2077, 28, mina wylie crejstent, kilmori, 08 06128245, 9110663, 3, norole
9842,5263,   rom, f, , 19930607, dr, caitlin, riucu, vic, chatsworth, 3034, 11, , narada, 08 80799415, 3041396, 1, norole
9843,8731,   unk, f, 32, 19841212, , lauren, streich, nsw, bringelly, 2283, 57, irvine street, , 612 42351228, 8437406, 6, norole
9844,9995,   jew, f, 27, 19890402, , kaitlin, stephany, vic, digby, 3054, 7, , stonefield, 618 85780709, 3816334, 3, norole
9845,8890,   abo, f, 33, 19830322, dr, sophie, yunipingu, qld, glenaubyn, 6536, 12, yarrawonga street, k mart plaza, 613 86365244, 1421390, 2, norole
9846,1951,   sri, m, 13, 20030521, , jack, tillekaratne, sa, mypolonga, 4207, 43, dickinson street, masonic retirement village, 7 79177395, 1070145, 0, norole
9847,5335,   eng, f, 25, 19910502, , lucy, leonardson, sa, beulah park, 2581, 1078, altson circuit, taronga, 7 29249506, 5878081, 8, norole
9848,58,   eng, f, , 19591114, , daniel, younge, vic, hillside, 2431, 60, wolstenholme street, flt 24, 08 86936151, 1860149, 9, norole
9849,5927,   eng, f, 34, 19820622, , tyler, scrivener, nsw, trida, 4405, 5, gungurra crescent, medical centre, 612 58442817, 6238289, 6, norole
9850,4041,   , f, 26, 19900826, ms, lachlan, crossingham, sa, inman valley, 4210, 12, chandler street, , 04 00105522, 5111003, 6, norole
9851,3784,   usa, f, 28, 19880829, , caleb, mack, , ceduna, 4551, 123, goyder street, bridle bit, 08 62467996, 1299710, 7, norole
9852,7834,   eng, f, , 19830425, , william, macgregor, qld, buaraba south, 5098, 22, burnie street, , 613 08655733, 4536867, 3, norole
9853,3236,   eng, f, 7, , ms, faith, brigham, , willetton, 3135, , pleasance place, , 02 34493517, 4420552, 2, norole
9854,9820,   gre, m, 35, 19810114, , danika, karahi, nsw, table top, 5092, 33, springbett street, , 2 73317779, 4304987, 7, norole
9855,3306,   usa, f, 28, 19880604, , mikayla, payne, vic, piavella, 2200, 1, crommelin place, , 618 84746182, 5465227, 1, norole
9856,3617,   usa, f, 29, 19870702, , trey, mcclain, nsw, kings park, 2365, 2, bettington circuit, esk farm, 2 43551178, 5515471, 7, norole
9857,7529,   unk, f, 28, 19880118, , david, scoby, wa, tuart hill, 3038, 19, abercorn crescent, mater professional centre, 8 45788915, 8847873, 7, norole
9858,2128,   eng, f, 29, 19870810, , katherine, jepson, nsw, wombeyan caves, 2093, 42, , , 2 26837515, 1052620, 5, norole
9859,3418, ser, f, , 19741118, mr, gab r iel, ogriso vic, nsw, narellanvale, 4504, 82, taylor   t reet, , 612 33 840032, 7658 58, 7, norole
9860,8310,   ind, f, 20, 19961117, ms, tuscany, swetha, sa, lalor, 2118, 14, dale place, villa 43, 617 82417677, 8731269, 4, norole
9861,9446,   eng, f, , 19321026, , cooper, jamison, nsw, crowther, 5037, 30, evella court, , 2 90385934, 2801504, 8, norole
9862,9454,   eng, , 22, 19940407, ms, erin, norwood, qld, ormiston, 4217, 36, herron crescent, , 03 34861931, 7172311, 4, norole
9863,3105-dup-3, usa, , 28, 19880207, , ja5p er, cha e y, nsw, , 3825, 184 4, cawke  place, cambooya, 612 40484004, 9206 090, 2, norole
9864,7021,   fin, m, 28, 19880202, ms, christopher, vaijÄrvi, qld, silver creek, 3630, 5, shackleton circuit, , 613 82694719, 2090004, 9, norole
9865,6601,   ind, , , , ms, zachary, puli, nsw, kenthurst, 4870, 25, launceston street, vinder lodge, 07 41858059, 3738336, 8, norole
9866,2382-dup-1, chi, f, 25, 1991 126, ms, jacque ine, leh, vi , 5tai b ans, 247 , 10, willis street, berkeley village, 08 76220711, 8083749, 2, norole
9867,7545,   eng, , 31, , ms, kyle, rennoll, qld, dalysford, 5600, 26, porteous crescent, , 3 45142464, 2149483, 7, norole
9868,184,   unk, f, 25, , , sophie, abbondandola, sa, warramboo, 2045, 12, freda bennett circuit, kareela, 617 25963328, 6749395, 2, norole
9869,5299,   ger, f, , 19761130, , carlin, vontrotha, , watsonia, 6105, 30, filshie close, , 02 17396584, 1914029, 7, norole
9870,5343,   eng, f, 29, 19871006, pfc, samuel, timothyson, , granville, 3073, 7, darebin place, fiveways, 08 27445981, 6375775, 3, norole
9871,5626,   abo, f, 24, 19920325, , , worosun, , murray bridge, 2330, 153, bennelong crescent, pevensey, 02 92963546, 8665323, 2, norole
9872,2659,   ara, f, 31, 19850612, , jamie, iraj, nsw, lake wyangan, 2093, 8, goble street, , 02 85890941, 1507265, 8, norole
9873,9822,   unk, f, 31, 19851115, , dylan, scopel, vic, tankerton, 5453, 35, bonney street, , 618 70879733, 2393339, 5, norole
9874,2261,   ita, m, , 19480117, ms, tristan, andreucci, qld, meringandan, 5167, 268, callister crescent, , 3 05949954, 7388435, 2, norole
9875,2409,   ger, f, 23, 19931031, , alana, neubert, vic, paradise beach, 2566, 9, riley place, congreave court, 02 38243998, 9671967, 0, norole
9876,9435,   usa, f, 24, , ms, keely, douglas, vic, charlton, 3015, 8, welsby place, , 8 59043723, 1636628, 1, norole
9877,7186,   usa, f, 35, 19810328, ms, john, ratliff, qld, yimbun, 3043, 47, scarlett street, , , 6230553, 4, norole
9878,4235,   eng, , 33, 19831013, , cooper, smedley, , young, 6154, 78, frencham place, , , 4835982, 7, norole
9879,9266,   ind, f, 32, , ms, georgia, cheran, vic, campbells forest, 2320, 48, jalanga crescent, , 618 16735506, 8138991, 1, norole
9880,562,   chi, f, 9, 20070616, , georgina, hwang, nsw, sale, 5082, 6, shackleton circuit, , 02 85177930, 2787446, 6, norole
9881,5174, swe, f, , 19810604, , hamish, lidstrom, nsw, benerembah, 3150, 10, la perouse street, , 08 34703627, 5284709, 3, norole
9882,9658,   chi, f, 22, 19940409, , flynn, kui, vic, carey gully, 4103, 293, sturt avenue, , 8 03004284, 7901144, 6, norole
9883,3735-dup-1, eng, f, 29, , dr, tanickka, jamijdon, wa, zout plantations, 3953, 41, , milamba, 8 15315964, 7250653, 0, norole
9884,869,   usa, , 32, 19840119, ms, tiarna, evans, vic, mooroolbark, 2749, 7, woolner circuit, , 04 40911367, 2556185, 1, norole
9885,1241,   usa, f, 39, 19770326, ms, flynn, ng, wa, lime lake, 3013, 4, sherbrooke street, , 618 93548210, 1602749, 5, norole
9886,5508,   usa, f, 31, 19850102, , isabella, erickson, vic, toowoomba, 7018, 153, mcgivern crescent, , 8 01921617, 5682870, 4, norole
9887,2478,   eng, , 31, , , cambell, ellisson, wa, needilup, 0837, 7, white crescent, highfields medical centre, 618 24742687, 6024430, 6, norole
9888,8744,   unk, , 32, 19840927, mr, connor, scirri, qld, trinity beach, 3073, 155, sturdee crescent, , 613 56178753, 3991975, 5, norole
9889,4845,   eng, f, 28, 19880818, , madison, addison, wa, linfarne, 2176, 7, paul coe crescent, nullo mntain, 618 83727133, 8768143, 3, norole
9890,4054,   dan, , 34, 19820429, , jake, bondo, nsw, winmalee, 4670, 264, angwin place, , 2 30777000, 4686459, 4, norole
9891,6857,   usa, f, , 19640603, , layla, hodges, vic, tawonga south, 3155, 910, dixson circuit, , 07 04153799, 3018725, 0, norole
9892,9940,   eng, , 35, 19810319, , jacqueline, pressley, vic, mentone, 3032, 16, haystack crescent, , 08 85581089, 7231272, 4, norole
9893,3730,   eng, , 30, 19861004, , tyler, josephs, qld, seven hills, 2207, 10, jonsson court, elizabeth residential village, 613 86426548, 1994865, 6, norole
9894,5813,   eng, f, 22, 19940726, ms, elli, kimball, nsw, cabarita, 4868, 21, cockcroft avenue, , 07 54786198, 6527694, 8, norole
9895,1804,   fin, , 34, 19820513, , , polvinen, nsw, ultimo, 3186, 10, medworth crescent, rowethorpe, 612 86354399, 5548010, 3, norole
9896,2219,   fin, f, , 19720523, , talia, saari, vic, beaumaris, 2750, 10, clare place, caravn park, 8 61284409, 1478415, 6, norole
9897,173,   eng, f, 31, 19850728, , william, earlson, nsw, rosewood, 6147, 41, thake place, , 02 24585833, 9169592, 8, norole
9898,8,   unk, m, 33, 19830401, , hugh, abbondandola, qld, basin pocket, 4022, 44, hopetoun circuit, moranbah, 3 40960889, 2140214, 3, norole
9899,4340,   gre, f, 33, 19830628, , karli, andros, sa, woodville north, 3777, 62, lachlan street, , 7 89486291, 9374927, 1, norole
9900,6189,   unk, f, 34, 19820701, , ethan, abbetmeyer, qld, suttor, 2456, 26, parkhill street, , 613 32747702, 3693639, 5, norole
9901,5716,   usa, f, , 19690221, , amaya, dominguez, vic, lal lal, 3280, 66, keira street, , 8 13364191, 1033847, 9, norole
9902,6211,   eng, f, , 19900411, mr, laetitia, danniel, nsw, oyster cove, 2306, 3, laverton avenue, , 2 18604594, 2912720, 8, norole
9903,1143,   unk, m, , 19260421, ms, joshua, strazzari, sa, moonta bay, 3977, 13, bell street, trevellyn, 7 16244963, 8533643, 7, norole
9904,9034-dup-3, sri, , 2 , 19880410, , hen ry, wickrema inghe, ns , lake alb rt, 3133, 9, gaby place, , 2 0770 309, 261 508, 6, norole
9905,4318,   ser, f, 29, , dr, arabella, gligorijevic, vic, jacana, 6016, 20, , , 08 57612581, 6748378, 1, norole
9906,7842,   ser, f, 4, 20120310, ms, bridget, milanova, vic, noble park, 7300, 21, canning street, , 08 78856777, 1818871, 3, norole
9907,9664,   , f, , 19541002, , jasmine, sederstrom, nsw, woronora, 4109, 25, selwyn street, new airly, 02 34823960, 4573127, 0, norole
9908,9262,   spa, f, , , , eleanor, seabra, qld, glenaubyn, 2034, 25, harry hopman circuit, , 03 52596752, 8313662, 2, norole
9909,7573,   unk, , 13, 20030118, ms, megan, aani, vic, toowoomba, 4740, 38, nelson place, , 618 72141798, 2020792, 0, norole
9910,8583,   unk, m, 19, 19970523, , jack, scorsone, vic, jeeralang, 2065, 9, darwinia terrace, , 618 97950935, 8146431, 1, norole
9911,3630-dup-2, unk, , 31, 19860531, mr, andpoe, strampher, vic, daobsks, 2176, 709, gleadow street, tralee cottage, 618 28122157, 9611715, 8, norole
9912,6572-dup-2, usa, , 33, 19830202, , benjamin, randolph, qld, bu d i a, 41 , 2 1, chipperfield circuit, , 0330640 019, 8214843, 7, norole
9913,2426,   eng, , 36, , , joshua, broadbent, qld, st kilda east, 2446, 5, buckley circuit, jillamtong, 3 27223938, 2824677, 5, norole
9914,2888,   usa, f, 23, 19930709, mr, roisin, carson, nsw, yerrinbool, 4220, 23, , alanvale, 612 92038996, 8382232, 3, norole
9915,8936,   ger, f, 38, , , william, wiegand, nsw, tingalpa, 5046, 35, blackman crescent, , 04 13123695, 1011407, 7, norole
9916,2035,   unk, f, 32, 19840203, , jack, scorsone, vic, shelford, 4680, 52, richter close, , 618 96393639, 8215725, 8, norole
9917,2765,   unk, f, 7, , hon, gracie, strangway, nsw, fernmount, 4208, 29, blythe close, , 02 02089026, 9280875, 6, norole
9918,2005,   fre, f, 19, 19971216, ms, jared, debove, vic, eaglehawk, 2220, 75, donohoe place, , 618 14933826, 8497139, 8, norole
9919,1388,   por, m, 33, 19830721, ms, chloe, almeida, act, australian national university, 4551, 21, , , 612 49684536, 4213463, 9, norole
9920,1264,   abo, f, 31, 19850912, , shelby, yunipingu, nsw, muswellbrook, 2478, 721, murrung crescent, , 612 86337643, 8147615, 8, norole
9921,5870,   sri, f, 28, 19881126, ms, jackson, desoysa, tas, couridjah, 4818, 30, merrett garden, , 617 70216262, 8764372, 2, norole
9922,2115,   chi, m, 35, 19811224, ms, oscar, chuo, qld, aranbanga, 6100, 43, dryandra street, , 613 07119300, 4570649, 5, norole
9923,2163,   unk, f, 10, 20060430, cpt, ashley, abbetmeyer, qld, jollys lookout, 2548, 85, ainslie avenue, por 187, , 6024900, 4, norole
9924,9759,   ind, f, 32, 19841221, hon, anthony, guntupalli, nsw, mount kembla, 2480, 16, nardoo crescent, , 612 70130926, 6561929, 5, norole
9925,8475,   usa, f, 35, 19810609, , eboni, salazar, qld, oakdale, 2420, 1218, lane-poole place, , 613 39460727, 5920972, 5, norole
9926,4711,   usa, m, 33, 19831226, , reuben, francis, nsw, jerrabomberra, 6065, 38, boolee street, harrington, 08 41720906, 9901086, 5, norole
9927,3037,   usa, f, 35, 19810214, , ethan, velez, vic, garfield, 3182, 8, parnell place, , 02 10042709, 2554737, 5, norole
9928,392,   ind, f, 24, 19921223, ms, jordan, akali, , lilydale, 2617, 13, solomon crescent, wilderness, 07 05664298, 9583279, 3, norole
9929,2661,   ser, f, 29, 19870428, mr, finn, curevac, vic, norong, 2866, 49, kissane crescent, , 618 59997749, 2535918, 5, norole
9930,1132,   unk, f, 29, 19871222, , kristo, aaberg, nsw, leadville, 3082, 15, jemalong street, , 02 95489616, 5964401, 1, norole
9931,2079,   eng, f, 26, 19900922, , nicole, merrickson, qld, minyama, 3109, 59, bugden avenue, , 3 38343856, 5915511, 4, norole
9932,5664,   ind, f, 25, 19910720, , brooke, gopalakrishnan, qld, mount martin, 2516, 51, glasgow street, , 613 54349406, 7559614, 1, norole
9933,9887,   chi, , , , ms, , kok, vic, eumundi, 3149, 24, mountain circuit, myross, 618 45975165, 2696666, 9, norole
